datetime,headline,ticker,sentiment
10/28/2019 23:13,$MMM $IBM:The Best Dividend Stocks To Buy During Earnings Season:,MMM,1
10/26/2019 14:27,3M $MMM Price Target Cut to $165.00 by Analysts at Royal Bank of Canada ,MMM,0
10/26/2019 14:23,3M $MMM Price Target Cut to $165.00  #stocks,MMM,0
10/26/2019 11:07,3M $MMM Price Target Cut to $165.00 by Analysts at Morgan Stanley  #stocks,MMM,0
10/26/2019 11:05,3M $MMM Price Target Cut to $165.00 by Analysts at Morgan Stanley ,MMM,0
10/26/2019 9:57,3M $MMM Shares Gap Down to $168.76   #markets,MMM,0
10/25/2019 16:37,"3M $MMM Posts Earnings Results, Beats Estimates By $0.09 EPS ",MMM,1
10/25/2019 5:01,3M $MMM PT Lowered to $165 at Morgan Stanley ,MMM,0
10/24/2019 12:23,3M $MMM ¡V Investment Analysts¡¦ Weekly Ratings Updates  #stocks,MMM,1
10/24/2019 5:57,"3M revenue down 2% over the past year, 5th consecutive quarter of negative YoY growth. $MMM ",MMM,0
10/24/2019 5:47,"$MMM (-1.2% pre) 3M's stock falls after revenue miss, lowered earnings outlook - MW",MMM,0
10/24/2019 5:16,"3M Investors Pull Back On Mixed Q3 Earnings, Guidance Cut $MMM 3M Q3 Adj. EPS $2.58 Beats $2.49 Estimate, Sales $7¡K ",MMM,0
10/24/2019 3:56,Here's what has $MMM down nearly 3%:  ,MMM,0
10/24/2019 3:44,This morning's winner for $MMM is Analyst_9717517 who beats 30 other analysts and the Wall Street Consensus - ,MMM,1
10/24/2019 3:44,$MMM beats the Estimize EPS Consensus by 13c and misses the Estimize Revenue Consensus by $132.35M. Reports FQ3 ear¡K ,MMM,0
10/24/2019 3:39,3M Cuts Full Year Profit Guidance Despite Q3 Earnings Beat ; Shares Slump $MMM,MMM,1
10/24/2019 3:34,3M $MMM reports earnings: - EPS: $2.72 - Revenue: $7.991B - Cuts forecast,MMM,0
10/24/2019 3:31,"$MMM - 3M EPS beats by $0.08, misses on revenue ",MMM,0
10/24/2019 2:19,$MMM $AAL $CMCSA $TWTR $V:Dow Futures Grind Higher Ahead of Busy Earnings Slate; Draghi Preps ECB Farewell:,MMM,1
10/22/2019 11:14,$MMM $IBM:The Best Dividend Stocks To Buy Ahead Of The Next Fed Rate Cut:,MMM,1
10/19/2019 4:00,Citigroup Trims 3M $MMM Target Price to $180.00 ,MMM,0
10/15/2019 11:25,3M $MMM Price Target Lowered to $180.00 at Citigroup  #stocks,MMM,0
10/15/2019 8:20,#investing Tuesday's Top Analyst Upgrades and Downgrades PART 2 $MMM $TIGO $NVDA $PD $SFIX $TGE $TEX $SKX $PLCE¡K ,MMM,0
10/15/2019 4:54,3M $MMM Downgraded to Sell at Zacks Investment Research ,MMM,0
10/14/2019 10:08,3M $MMM Cut to ¡§Sell¡¨ at Zacks Investment Research ,MMM,0
10/12/2019 13:59,3M $MMM PT Raised to $143.00   #markets,MMM,1
10/10/2019 8:22,3M $MMM PT Raised to $143.00 at JPMorgan Chase & Co.  #stocks,MMM,1
10/10/2019 7:53,3M $MMM PT Raised to $143.00 ,MMM,1
10/6/2019 11:30,Barclays Trims 3M $MMM Target Price to $158.00 ,MMM,0
10/6/2019 11:29,Barclays Trims 3M $MMM Target Price to $158.00  #markets,MMM,0
10/6/2019 11:29,Barclays Trims 3M $MMM Target Price to $158.00  #stocks,MMM,0
10/3/2019 22:30,3M $MMM PT Lowered to $158.00  #stocks,MMM,0
10/3/2019 9:32,3M $MMM Hits New 52-Week Low at $150.81 ,MMM,0
10/1/2019 1:59,3M $MMM PT Lowered to $173.00 at Morgan Stanley ,MMM,0
9/28/2019 6:52,3M $MMM Price Target Lowered to $173.00 at Morgan Stanley ,MMM,0
9/27/2019 8:30,Morgan Stanley Trims 3M $MMM Target Price to $173.00  #stocks,MMM,0
8/27/2019 17:30,3M Co $MMM Sees Significant Drop in Short Interest  #stocks,MMM,0
8/15/2019 14:43,3M $MMM Hits New 52-Week Low at $157.20 ,MMM,0
8/14/2019 5:36,3M Co Announces Quarterly Dividend of $1.44 $MMM ,MMM,1
8/10/2019 15:46,3M $MMM Price Target Lowered to $140.00 at JPMorgan Chase & Co. ,MMM,0
8/7/2019 17:22,3M $MMM ¡V Analysts¡¦ Recent Ratings Updates ,MMM,1
8/7/2019 17:20,3M $MMM ¡V Analysts¡¦ Recent Ratings Updates  #stocks,MMM,1
8/7/2019 10:44,3M Co $MMM Declares $1.44 Quarterly Dividend   #markets,MMM,1
8/5/2019 14:42,"John Patrick Banovetz Sells 1,040 Shares of 3M Co $MMM Stock  #stocks",MMM,0
8/2/2019 15:51,RT @realmoney: This dividend king proves its resilience again and again. @NickJMcCullum has more on $MMM ,MMM,1
8/2/2019 10:53,3M $MMM Upgraded to ¡§Hold¡¨ by Zacks Investment Research ,MMM,1
8/1/2019 2:03,3M $MMM Upgraded at Zacks Investment Research  #stocks,MMM,1
8/1/2019 2:00,Morgan Stanley Raises 3M $MMM Price Target to $177.00 ,MMM,1
8/1/2019 2:00,3M $MMM Upgraded at Zacks Investment Research ,MMM,1
7/29/2019 15:43,3M $MMM PT Raised to $177.00 at Morgan Stanley  #stocks,MMM,1
7/29/2019 7:45,3M $MMM Price Target Raised to $177.00 at Morgan Stanley ,MMM,1
7/29/2019 7:44,3M $MMM Price Target Raised to $177.00 at Morgan Stanley   #markets,MMM,1
7/25/2019 13:41,"3M $MMM Issues Earnings Results, Beats Expectations By $0.16 EPS   #markets",MMM,1
7/25/2019 11:05,We cut em 30% loss $MMM pivot and ema reclaimed but no follow through ,MMM,0
7/25/2019 5:45,"3M Q2 EPS $2.2 Beats $2.06 Estimate, Sales $8.171B Beat $8.03B Estimate $MMM  @benzinga",MMM,1
7/25/2019 5:28,$mmm guidance flat ,MMM,0
7/25/2019 4:26,"$MMM beats EPS and Revenues. Stock at 188+ premarket. Those AUG.16, 2019 C180 nailed it well ",MMM,1
7/25/2019 3:48,$MMM beats the Estimize EPS Consensus by 12c and the Estimize Revenue Consensus by $142.82M. Reports FQ2 earnings o¡K ,MMM,1
7/25/2019 3:33,$MMM Sales were down 2.6 percent,MMM,0
7/25/2019 3:32,"$MMM - 3M EPS beats by $0.13, beats on revenue ",MMM,1
7/24/2019 11:03,"$MMM Higher, Lower or Flat on Earnings Tomorrow BEFORE the Open? #SentimentGauge",MMM,0
7/16/2019 2:21,3M $MMM PT Lowered to $182.00 at UBS Group ,MMM,0
7/14/2019 1:58,3M $MMM Price Target Cut to $182.00 by Analysts at UBS Group ,MMM,0
7/12/2019 7:44,3M $MMM Price Target Lowered to $182.00 at UBS Group  #stocks,MMM,0
7/10/2019 21:50,$MMM 3M Stock Is More Than Just a Dividend Darling  - my article for @InvestorPlace $SLV¡K ,MMM,1
7/10/2019 11:29,$MMM going to report a bad qtr.. stk selling off here... broke high w/ futures and has been rolling over all day...¡K ,MMM,1
7/10/2019 10:45,$MMM 3M Stock Is More Than Just a Dividend Darling  -- my article for @InvestorPlace $SLV¡K ,MMM,1
7/10/2019 0:35,3M $MMM Rating Lowered to Sector Perform at Royal Bank of Canada ,MMM,0
7/9/2019 6:07,"$MMM (-1.6% pre) RBC Capital Downgrades 3M (MMM) to Sector Perform, $176 PT",MMM,0
7/9/2019 2:06,"With reputation 'eroding,' RBC downgrades 3M to Sector Perform $MMM ",MMM,0
7/8/2019 20:38,RBC Cuts 3M To Sector Perform From Outperform   $MMM,MMM,1
7/8/2019 19:46,Royal Bank of Canada Downgrades 3M $MMM to Sector Perform  #stocks,MMM,0
6/27/2019 7:48,Bank of America Trims 3M $MMM Target Price to $185.00  #stocks,MMM,0
6/27/2019 3:04,3M $MMM PT Lowered to $185 at BofA/Merrill Lynch ,MMM,0
6/20/2019 8:14,$MMM  DOESNT GO DOWN EVERY SINGLE F'N DAY ANYMORE ??,MMM,0
6/14/2019 9:18,$MMM $XLU:Buy 3M for Its Dividend and Becoming ¡¥Too Cheap to Ignore¡¦:,MMM,1
6/7/2019 3:08,Citigroup Trims 3M $MMM Target Price to $197.00  #stocks,MMM,0
6/7/2019 3:00,Citigroup Trims 3M $MMM Target Price to $197.00 ,MMM,0
6/4/2019 4:42,"$MMM - 3M Company: Finally, A Great Dividend Growth Company Becoming A Good Investment ",MMM,1
5/29/2019 8:22,3M $MMM Hits New 12-Month Low at $162.12 ,MMM,0
5/27/2019 9:07,"$MMM punished after a rough earnings report (guidance, layoffs, etc), now with an inside day at downward trend line¡K ",MMM,0
5/22/2019 20:59,The industry average ROA is -9.21%. $MMM outperforms 94% of its industry peers.  ,MMM,1
5/22/2019 2:04,"$MMM - Despite Recent Concerns, 3M Dividend Is Unlikely To Be Cut ",MMM,0
5/21/2019 3:02,Taurus Asset Management LLC Upped Its 3M Co $MMM Stake by $4.19 Million ,MMM,1
5/20/2019 14:34,"3M Co $MMM Insider Joaquin Delgado Sells 5,400 Shares  #stocks",MMM,0
5/20/2019 12:15,$MMM down $11.00 from suggested short entry - Price target $136.00 area. ,MMM,0
5/20/2019 11:33,$MMM - 3M Company: I'm Not Buying This Dividend Aristocrat Into Weakness Just Yet ,MMM,1
5/20/2019 8:20,"David B. Dillon Purchases 1,200 Shares of 3M Co $MMM Stock  #stocks",MMM,1
5/17/2019 12:43,Analysts¡¦ Weekly Ratings Updates for 3M $MMM  #stocks,MMM,1
5/17/2019 4:19,$MMM - 3M dips after PT cut at JPMorgan ,MMM,0
5/16/2019 3:14,Grantham Mayo Van Otterloo & Co LLC Has Raised 3M Co $MMM Holding ,MMM,1
5/15/2019 14:21,3M Co $MMM Announces Quarterly Dividend of $1.44  #stocks,MMM,1
5/15/2019 14:19,3M Co to Issue Quarterly Dividend of $1.44 $MMM   #markets,MMM,1
5/14/2019 6:18,"@farrisbaba $MMM OI for JUL 200 calls is ~9K, down from ~19K yesterday.",MMM,0
5/13/2019 7:15,$MMM - 3M's Outsized Post-Earnings Drop Is A Warning ,MMM,0
5/12/2019 6:52,"3M Co $MMM Director Purchases $179,600.00 in Stock ",MMM,1
5/12/2019 6:50,"Insider Buying: 3M Co $MMM Director Purchases 1,000 Shares of Stock ",MMM,1
5/10/2019 11:29,"Gregory R. Page Purchases 1,000 Shares of 3M Co $MMM Stock  #stocks",MMM,1
5/9/2019 8:16,"Gregory R. Page Acquires 1,000 Shares of 3M Co $MMM Stock  #stocks",MMM,1
5/7/2019 15:43,"3M $MMM fell for the 8th day of 10, settling -2.1% to $179.12. This is around 20% lower since earnings, a pretty fi¡K ",MMM,0
5/6/2019 11:59,"3M $MMM opening seller 5,000 June $170 puts down to $1.63",MMM,0
5/6/2019 10:26,$MMM about to take out christmas low ,MMM,0
5/6/2019 4:01,Investment Analysts¡¦ Recent Ratings Updates for 3M $MMM  #stocks,MMM,1
4/30/2019 20:49,Investors Buy Shares of 3M $MMM on Weakness  #markets,MMM,1
4/30/2019 20:49,Investors Buy Shares of 3M $MMM on Weakness  #stocks,MMM,1
4/29/2019 23:23,3M $MMM Stock Rating Lowered by Argus ,MMM,0
4/29/2019 15:01,$MMM - 3M: A Dividend Trap For The Greedy Investor (Video) ,MMM,1
4/28/2019 8:08,Argus Downgrades 3M $MMM to Hold ,MMM,0
4/26/2019 12:02,Deutsche Bank Trims 3M $MMM Target Price to $183.00  #stocks,MMM,0
4/26/2019 9:52,Adding to $MMM short we raged 10 handles stk went now where.  Looking for it to take out yesterday's lows. ,MMM,1
4/26/2019 7:43,3M $MMM Downgraded by Bank of America to Neutral  #stocks,MMM,0
4/26/2019 5:25,Kudlow will tell Americans to BTFD $MMM $INTC $UPS $XOM ,MMM,1
4/26/2019 5:24,"$MMM $DJIA $SPX $COMP $AMZN:Ford Jumps, Profit Growth Picks Up, and More to Know for Friday:",MMM,1
4/26/2019 3:11,Bank Of America Downgrades 3M To A Neutral Rating From Buy $MMM,MMM,0
4/26/2019 3:08,BOFA/MERRILL LYNCH DOWNGRADES $MMM FROM BUY TO NEUTRAL,MMM,0
4/26/2019 2:34,$MMM - 3M Crash May Be The Shape Of Things To Come ,MMM,1
4/26/2019 1:21,Credit Suisse Cuts Price Target On 3M To $208 From $220 $MMM,MMM,1
4/25/2019 9:37,$MMM weak room to $192,MMM,1
4/25/2019 7:11,"$MMM was a look above and fail. It 'should' technically rotate down to range low. That said, it has a couple of ref¡K ",MMM,1
4/25/2019 6:55,DOWN WITH EARNINGS TODAY ALERT: $MMM 3M Co ?? TradeIdeas via  to FREE Trading Room,MMM,1
4/25/2019 6:22,"3M Company $MMM down 9% after earnings, causing Dow Jones to drop big.  Reverse effect for NASDAQ and Facebook $FB.",MMM,1
4/25/2019 5:59,S&P 500 futures are flat while Dow futures are down 55 bps on major weakness from 3M $MMM on earnings.¡K ,MMM,0
4/25/2019 4:28,"$MMM 3M to cut 2,000 jobs globally, slashes its 2019 profit outlook     ",MMM,1
4/25/2019 4:30,3M #CEO says 'the first quarter was a disappointing start to the year' $MMM ,MMM,1
4/25/2019 3:42,$MMM is breaking down in pre-market following earnings miss and guidance cut. ,MMM,0
4/23/2019 23:53,3M $MMM Set to Announce Quarterly Earnings on Thursday ,MMM,1
4/23/2019 13:03,$MMM +5.28% This one could run a bit more to catch up to last year's open like the rest of the market.,MMM,1
4/23/2019 5:04,US expands probe into air bag failures to 12.3M vehicles $MMM #MMM #Automobilesafety #Productsafety¡K ,MMM,1
4/18/2019 19:21,Zacks: Analysts Anticipate 3M Co $MMM to Post $2.50 Earnings Per Share ,MMM,1
4/18/2019 19:19,Zacks: Analysts Anticipate 3M Co $MMM to Post $2.50 Earnings Per Share  #stocks,MMM,1
4/17/2019 22:43,3M $MMM to Release Earnings on Thursday  #stocks,MMM,1
4/14/2019 5:40,3M $MMM Raised to Hold at Zacks Investment Research ,MMM,1
4/12/2019 3:43,683 Capital Management LLC Trimmed Its 3M Co $Put $MMM Holding as Valuation Rose  ,MMM,0
4/11/2019 8:06,Zacks Investment Research Upgrades 3M $MMM to Hold   #markets,MMM,1
4/11/2019 8:04,3M $MMM Upgraded to Hold at Zacks Investment Research ,MMM,1
4/8/2019 15:51,Investors Buy Shares of 3M $MMM on Weakness ,MMM,1
4/6/2019 7:55,3M $MMM Cut to ¡§Sell¡¨ at Zacks Investment Research  #stocks,MMM,0
4/6/2019 4:32,3M Co $MMM Share Value Rose While Wells Fargo & Company Has Trimmed Position  ,MMM,0
4/4/2019 20:47,3M $MMM PT Lowered to $188.00 at Barclays ,MMM,0
4/4/2019 16:51,"Insider Selling: 3M Co $MMM Chairman Sells $1,218,214.14 in Stock ",MMM,0
4/4/2019 6:44,"As 3M Co $MMM Shares Rose, Holder Peapack Gladstone Financial Corp Raised Holding  ",MMM,1
4/3/2019 9:08,Barclays Trims 3M $MMM Target Price to $188.00  #stocks,MMM,0
4/3/2019 1:16,"Inge G. Thulin Sells 5,863 Shares of 3M Co $MMM Stock   #markets",MMM,0
4/3/2019 0:04,3M $MMM PT Lowered to $188 at Barclays ,MMM,0
4/2/2019 1:33,"3M Co $MMM Chairman Sells $1,218,214.14 in Stock  #stocks",MMM,0
3/31/2019 10:40,3M Co $MMM Expected to Announce Quarterly Sales of $8.11 Billion   #markets,MMM,1
3/31/2019 10:39,3M Co $MMM Expected to Announce Quarterly Sales of $8.11 Billion ,MMM,1
3/31/2019 1:55,JPMorgan Chase & Co. Lowers 3M $MMM Price Target to $154.00  #stocks,MMM,1
3/31/2019 1:53,3M $MMM PT Lowered to $154.00 at JPMorgan Chase & Co. ,MMM,0
3/30/2019 7:16,3M $MMM Price Target Cut to $154.00 by Analysts at JPMorgan Chase & Co. ,MMM,0
3/29/2019 15:39,3M $MMM PT Lowered to $154.00 at JPMorgan Chase & Co.  #stocks,MMM,0
3/29/2019 14:39,Want to play catch-up to the rally? @Michael_Khouw says $MMM could be your best bet ,MMM,1
3/29/2019 14:33,"If you want to catch the rally, Carter and @Michael_Khouw say 3M is the Dow stock to buy $MMM ",MMM,1
3/29/2019 7:06,$MMM if it were not for window dressing stk would be down 2 / 3 bucks right now.. Weal relative to the tape,MMM,1
3/28/2019 14:13,Roof Eidam & Maycock Stake in 3M Co $MMM Has Trimmed by $1.59 Million as Stock Price Rose; Shaw Communications $SJR¡K ,MMM,0
3/28/2019 3:58,"As 3M Company $MMM Market Valuation Rose, Holder Oakbrook Investments Has Upped Position; Tekla Capital Management¡K ",MMM,1
3/27/2019 22:11,3M Co $MMM Expected to Post Quarterly Sales of $8.11 Billion  #stocks,MMM,1
3/27/2019 13:15,"$DWDP $CC $MMM - DuPont, Chemours, 3M sued by New Jersey for costs related to PFAS cleanup ",MMM,1
3/27/2019 9:21,Saturna Capital Has Trimmed Its 3M $MMM Stake by $11.42 Million; Stock Price Rose; Liberty Capital Management Has T¡K ,MMM,0
3/27/2019 3:32,Apg Asset Management Nv Has Lowered Its 3M Co $MMM Holding by $1.31 Million; As Procter & Gamble Co $PG Valuation R¡K ,MMM,0
3/26/2019 21:21,Zacks: Brokerages Expect 3M Co $MMM to Post $2.50 EPS ,MMM,1
3/26/2019 21:17,Zacks: Brokerages Expect 3M Co $MMM to Post $2.50 EPS  #stocks,MMM,1
3/26/2019 8:48,"3M Co $MMM Valuation Rose While Wms Partners Has Trimmed by $301,340 Its Holding; Ralph Lauren $RL Holding Held by¡K ",MMM,0
3/26/2019 5:53,Wedbush Securities Raised Its 3M Company $MMM Position; Hd Supply Hldgs $HDS Share Value Rose While Marathon Partne¡K ,MMM,1
3/26/2019 3:41,"Cliftonlarsonallen Wealth Advisors Trimmed 3M Co $MMM Holding by $713,640; Share Price Rose; United Technologies Co¡K ",MMM,0
3/24/2019 5:33,Grantham Mayo Van Otterloo & Co LLC Upped 3M Co $MMM Stake by $147.49 Million  ,MMM,1
3/22/2019 12:09,3M $MMM Price Target Cut to $199.00 by Analysts at Morgan Stanley  #stocks,MMM,0
3/21/2019 7:36,Peapack Gladstone Financial Corp Raised Holding in 3M Co $MMM by $12.56 Million ,MMM,1
3/19/2019 19:12,$MMM - 3M: This Dividend Royal Will Crush The Market In The Next 5 Years ,MMM,1
3/19/2019 4:54,Jefferies Financial Group Lowers 3M FY2019 Earnings Estimates to $10.45 EPS (Previously $10.85).  $MMM #MMM,MMM,1
3/17/2019 22:34,William Blair Raises 3M Q3 2019 Earnings Estimates to $2.76 EPS (Previously $2.74).  $MMM #MMM,MMM,1
3/17/2019 8:23,3M Company $MMM Shares Rose While Vestor Capital LLC Has Lowered Its Holding by $4.18 Million  ,MMM,0
3/17/2019 8:22,"As 3M Company $MMM Valuation Rose, Holder Vestor Capital LLC Lowered Stake ",MMM,0
3/15/2019 22:39,Q1 2019 EPS Estimates for 3M Co $MMM Lowered by William Blair ,MMM,0
3/15/2019 1:46,Head to Head Survey: ABIOMED $ABMD vs. 3M $MMM ,MMM,1
3/13/2019 4:06,"As 3M Co $Put $MMM Stock Price Rose, Shareholder 683 Capital Management LLC Has Lowered Position by $6.65 Million  ",MMM,0
3/13/2019 4:06,683 Capital Management LLC Has Lowered Its Position in 3M Co $Put $MMM by $6.65 Million as Share Price Rose ,MMM,0
3/9/2019 15:07,3M Co $MMM Expected to Announce Earnings of $2.59 Per Share ,MMM,1
3/9/2019 6:08,Vestor Capital LLC Holding in 3M Company $MMM Trimmed by $4.18 Million  ,MMM,0
3/5/2019 16:21,$MU $MMM $FB $GOOGL:Cramer: Why Trump could decide to walk away from a trade deal with China:,MMM,1
3/3/2019 15:58,MINCO GOLD CORPORATION $MMM Is Yet to See Trading Action on Mar 3 ,MMM,1
3/1/2019 6:18,$MMM $XEL:3M pledges to power HQ with all-renewable energy:,MMM,1
2/28/2019 5:12,Mmm Co. $MMM Holder Mairs & Power INC Has Upped Stake by $31.85 Million ,MMM,1
2/24/2019 5:43,Head to Head Contrast: 3M $MMM versus LeMaitre Vascular $LMAT ,MMM,1
2/24/2019 4:08,"As Mmm Co. $MMM Stock Value Declined, Mairs & Power INC Raised Holding by $31.85 Million  ",MMM,1
2/23/2019 6:11,Davidson D A & Company Raised 3M Co $MMM Position by $3.96 Million  ,MMM,1
2/21/2019 23:59,Traders Sell Shares of 3M $MMM on Strength on Insider Selling  #markets,MMM,0
2/21/2019 23:59,Traders Sell Shares of 3M $MMM on Strength on Insider Selling  #stocks,MMM,0
2/20/2019 16:43,Investors Sell 3M $MMM on Strength After Insider Selling ,MMM,0
2/19/2019 12:22,"3M Co $MMM EVP Sells $1,015,148.10 in Stock  #stocks",MMM,0
2/18/2019 22:56,3M Co $MMM Expected to Announce Quarterly Sales of $8.29 Billion  #stocks,MMM,1
2/17/2019 16:21,$MMM Bacardi employees go Back to the Bar to get closer to consumers  ,MMM,1
2/17/2019 9:42,Head to Head Survey: 3M $MMM & GenMark Diagnostics $GNMK ,MMM,1
2/16/2019 2:27,"Insider Selling: 3M Co $MMM Insider Sells $3,216,855.60 in Stock ",MMM,0
2/16/2019 0:36,Investors Buy 3M $MMM on Weakness Following Insider Selling ,MMM,0
2/15/2019 1:24,Traders Buy Shares of 3M $MMM on Weakness on Insider Selling ,MMM,0
2/14/2019 12:26,Zacks: Brokerages Anticipate 3M Co $MMM to Announce $2.60 Earnings Per Share  #markets,MMM,1
2/14/2019 12:26,Zacks: Brokerages Anticipate 3M Co $MMM to Announce $2.60 Earnings Per Share  #stocks,MMM,1
2/14/2019 3:53,"Insider Selling: 3M Co $MMM CFO Sells $942,472.54 in Stock ",MMM,0
2/14/2019 3:34,"Insider Selling: 3M Co $MMM SVP Sells $1,185,802.20 in Stock ",MMM,0
2/14/2019 3:00,3M $MMM Given Sell Rating at $1  #stocks,MMM,0
2/13/2019 12:43,"3M Co $MMM Insider Sells $3,216,855.60 in Stock  #stocks",MMM,0
