Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
2000-02-02,29.2525056731,37.1000556237,3.1164568713,29.594407086100002,13.0915338438,21.3239803441,45.311207172799996,17.0228339544,29.3240529033,,25.538172817,74.7300544429,42.0687296108,79.6943778417,32.807170402800004,26.4329527058,30.5439018139,21.851432804899996,37.3964258921,32.9821511981,4.6347462733,18.9111301375,29.7335338279,17.0312030441,18.3343659146,6.0728353249,22.47213871,,41.364601709,22.0021388392
2000-02-03,28.996348596399997,36.806328021300004,3.2583863918000002,28.8053113112,12.7509851964,21.0168819947,46.8626883666,16.6816526424,29.820003328200002,,25.102430219200002,70.014836479,41.8956072668,82.23617209529999,34.1744090654,25.8314286208,30.8442242279,21.5436661457,37.089977553000004,33.901502898000004,4.6777329588,18.7167657444,29.4863321881,16.2676089334,18.058071284100002,6.018497142,22.142501875100002,,41.364601709,21.9565227946
2000-02-04,28.1646287054,36.467411557,3.406308492,29.1766504994,12.7509851964,20.273652375999998,48.1754801459,16.983583007,30.0168090524,,24.645357564,69.4490103234,42.3249506801,81.18294243220001,34.371190691500004,25.465553146399998,30.310317714,21.617530143899998,36.5111306902,34.863386883000004,4.5614735139,18.7798028448,28.5638480198,16.3409139681,17.5259482919,6.1673837632,22.1879690247,,39.8979226145,22.1922056917
2000-02-07,27.712400779899998,36.6933558665,3.5974402463,27.7244490314,12.4315324829,20.4026852959,49.8065244779,17.1737991367,29.9144700758,,24.605744600599998,70.3182505045,40.8568732023,80.1297127691,35.3878957596,25.251609013000003,30.473455815500003,21.5067341466,36.6035516179,34.8830171684,4.4207898159,19.436439308,28.111649898099998,16.2676089334,17.4611384403,6.3238777300999995,22.638851591999998,,39.5011398643,22.0021388392
2000-02-08,27.7313753781,36.8289224522,3.62298756,27.187333419899996,12.3561898618,20.2091359161,50.0452138923,17.2673975497,29.568092001300002,,24.0542102634,73.3441903805,42.2418519549,83.5070692221,35.6830681988,25.4438486691,31.537561159099997,22.350014792899998,36.6959725456,35.9692262942,3.6147894627999997,19.861939736,28.8653134343,16.0721288411,17.396328588699998,6.0858764888,22.3546819067,,42.1581672094,22.9068570569
2000-02-09,27.712400779899998,35.3828788713,3.5520227997000005,25.9539568306,11.792627055899999,19.3549379863,51.2386609645,17.2100307804,29.6704309779,,23.368601280700002,71.1382884113,40.6837508582,82.4949475179,34.3055968161,24.8051169087,30.7292860201,22.085335465900002,34.721083249,34.0258280389,3.2972741721,18.9794203296,28.337748959000002,15.5406673401,17.270119930299998,5.8620031751,21.903799339499997,,40.9607335525,22.762406249
2000-02-10,27.1969241934,34.908395821300005,3.5797779060000003,26.453071385,11.4701606376,19.822037156300002,54.063152368599994,17.1164323674,29.080013805300002,,23.2552061008,71.0398838625,41.244667253,83.7249565334,35.2895049466,24.184988985900002,30.8219781232,21.851432804899996,33.563389523400005,34.680170885900004,3.2972741721,18.385820967,27.565997498,14.966444568900002,17.099567689300002,6.2901880567,21.6196296542,,40.386815646,23.2869907618
2000-02-11,26.2292196814,34.6824515118,3.4299634120999998,26.539584574499997,10.849337439600001,19.0968721465,52.074073915,16.7752510554,29.820003328200002,,22.642259181900002,69.8098270023,41.5909119412,81.0892229287,34.731957006,24.0981710768,30.6328862328,21.5067341466,31.7392922667,32.697512059699996,3.3216984251999997,18.385820967,28.2623826054,14.893139534300001,16.5026348456,6.0858764888,21.2180031657,,39.7207874581,22.526723351999998
2000-02-14,26.2102450831,34.7954236665,3.6526350598,25.454842276199997,11.641941813699999,19.0478396369,51.9149476387,16.3434906341,29.1272471791,,23.426831238000002,70.9332789346,41.7640342853,81.574197912,36.0438345133,24.1572962382,29.3129506847,20.854268829000002,32.133297274099995,32.5928172042,3.1565904741,18.385820967,27.698642280300003,14.813725746700001,17.1609664961,6.181511690800001,20.9565670553,,41.7188720217,22.6635714857
2000-02-15,28.1867657367,35.9477396451,3.7532473199000003,25.621213794299997,12.0548193774,20.0001025858,50.9204084119,16.8145020028,29.0327804315,,24.306410066599998,70.9332789346,41.376240234499996,82.3192319442,36.7325702046,24.798337462600003,30.0544875095,20.7742494976,31.924134121999998,32.2460154954,2.9738970607,18.6799941025,28.8653134343,14.850378264100002,17.887519043,6.4532026055,20.5549405668,,41.0953562713,21.6676211789
2000-02-16,27.927446226999997,34.7502348046,3.5993326399,24.7893562036,11.810709285,20.247845792,50.602155859300005,16.171390326300003,29.080013805300002,,24.517876753600003,68.0139439865,39.6450167938,81.35631060060001,35.158317195900004,24.8356796699,29.4760887861,20.5465021698,31.860898750500002,31.9384743573,2.8820618689999997,17.7764623292,28.3528222297,14.966444568900002,17.84999755,6.662947991599999,20.8618438268,,37.3755179882,20.9330127942
2000-02-17,28.344887389,33.417163378400005,3.62298756,24.9557277217,11.6600240427,20.2322324937,51.9149476387,15.793977370599999,28.7336357307,,23.8681530196,67.3497132821,37.7406710089,82.0591728952,36.076631451,24.6427449325,29.0608281642,20.7742494976,30.7664403964,32.5928172042,2.8332133627,17.908139828,28.3950273877,15.045858356400002,18.5348238515,6.833569886,20.3654941099,,34.279195455300005,20.8416687384
2000-02-18,27.690263748499998,31.248098007,3.5088131457,23.9574986129,11.358653558299999,19.8262867356,50.0452138923,15.5131821316,27.946412834,,22.9855094565,66.2672632451,37.2213039767,79.0720081432,34.5679723176,24.0981710768,27.714938827199997,20.0048328496,30.1584079775,31.1009155133,2.7355163501999997,17.908139828,28.2262067556,14.4349830679,17.9356008377,6.2901880567,19.6569643614,,33.8328148613,19.9358401847
2000-02-22,28.5030090413,31.4288534546,3.5895552729,25.8740985019,11.545503258699998,19.6961759157,49.2893640799,15.624896366400002,26.2775002929,,23.120357778600003,66.88229167520001,37.138205251500004,78.01771470119999,35.0271294451,24.4684812986,28.6418598582,19.887881519100002,31.860898750500002,30.691951234,2.6378193377000003,17.6447848305,28.0001076948,14.58770189,18.3191035665,6.3912570769000006,19.7971547394,,34.102060299,19.9815122127
2000-02-23,29.375840561900002,31.2029091451,3.6665126129,24.7094978749,11.3948180164,19.0612351146,55.1372547335,15.473931184200001,26.867917465500003,,22.8721142765,70.3182505045,37.9553427156,76.4362745384,35.781459011799996,23.6905186477,28.6863520677,20.084852181,30.7080692842,30.8359066603,2.7413781708999996,17.908139828,27.3218105122,14.5082881025,18.0622937035,6.2217219462,19.0393689121,,33.3014093923,20.3621124453
2000-02-24,28.9589588467,29.372760238,3.6333957248,24.3301708135,10.9246800607,18.5902339466,54.6200943356,15.039151459200001,26.127927942600003,,22.3143325803,73.4999975827,36.743486307,77.6662835539,37.4868997713,22.9498982039,28.1783993427,19.3154355329,30.1584079775,30.999492372,2.6436811584,17.4130324327,26.6796891795,13.897412814,17.421981111500003,5.7185503722,18.1868598563,,33.9249251426,19.8368841243
2000-02-25,27.288249682399996,28.1978498285,3.4810580394999997,25.1620284042,10.849337439600001,18.491349723499997,52.8299237273,14.7009894509,24.4039097987,,21.7780040263,73.1883831782,36.7019369444,75.90912781739999,37.1589303945,22.4053243482,28.130199449099997,19.081532871900002,29.277977035,29.8740226753,2.5948326522,17.054869636099998,25.6637507327,13.976826601500001,17.1412023279,5.569663751,18.0201469743,,31.5300578289,19.8901681568
2000-02-28,27.5078286011,29.9602154427,3.5718929326,24.6229846855,10.7167344265,19.4021254627,51.9547292078,14.8881862769,25.781549868000003,,22.525799267300002,72.1633357947,39.3403214682,73.4491097863,36.8637579554,22.6387131435,28.897690062800002,19.161552203299998,29.9443805661,29.9558155312,2.7237927087,16.954794737100002,26.6435133297,14.0867841534,17.483615478599997,5.590312260499999,18.899178534,,32.7274914857,20.126140301099998
2000-02-29,28.0647316559,30.321726338,3.6151025866000004,24.5830555211,10.566049184299999,19.4359542759,52.5912343129,14.682873629000001,26.765578488899997,,23.0805162289,75.8535063751,39.8181391378,72.2191007707,37.0605395815,22.4053243482,29.5205809956,19.5431828607,29.9443805661,29.2393101139,2.7785030357,16.9231921374,26.4927806225,13.6713889572,17.442525900499998,5.5555358234000005,18.5430191952,,34.5413554867,19.6465840079
2000-03-01,27.4091772029,30.6154539404,4.1099635148,24.1637992954,10.5118024971,19.5816783942,52.3923264675,15.398448593,27.3087622877,,23.310371323400002,77.6985916653,38.523184004099996,70.4619450342,38.0116507743,22.8347597316,30.4030098171,19.2354162015,29.326619628499998,29.710436963600003,2.7482169618,16.791514638699997,26.6043228258,13.7813465091,17.398012190899998,5.935903103899999,20.8163766772,,34.718490643,19.509567924200002
2000-03-02,27.386901080700003,30.1861597523,3.8478670002999995,23.9175694485,10.379199483899999,19.6961759157,52.8299237273,14.984803993599998,27.1591899373,,23.598456375300003,78.92864852550001,38.176939316,72.47915981979999,37.978853836599995,22.931227100300003,29.869103303299998,19.0076688737,28.9600368831,30.5479958077,2.8762000482,16.8547198381,26.3209453363,13.8241077793,17.398012190899998,5.7055092083000005,20.9338334804,,35.823814018600004,18.7940394869
2000-03-03,28.481613371199998,30.163565321300002,4.037106360899999,23.9175694485,10.963858223699999,19.4021254627,54.6598759046,15.135769175799998,28.7336357307,,23.1969761435,84.05388544270001,37.7406710089,75.90912781739999,39.1267466555,22.8721019388,30.076733614200002,19.887881519100002,28.104677144,31.447717222199998,2.8703382275,17.1865471349,26.6616012546,13.7813465091,17.7404253417,5.9163413580999995,20.9565670553,,37.2904931131,18.6646354078
2000-03-06,27.765595157899998,29.214599221300002,3.9642492071,23.378525729699998,11.0572830739,19.2564013444,54.1427155067,14.7945878639,28.340024282399998,,22.354174130100002,85.0379309308,37.3113275956,72.4369880821,38.5036048395,21.9385467576,30.936916331,19.4262315302,27.615900150100003,29.6482743932,2.7843648564,16.6914397396,26.360135840100003,13.7080414745,17.1206575388,5.7055092083000005,21.5968960794,,35.7813015811,18.4591112822
2000-03-07,26.3335587314,28.5593607237,3.8753067076,23.1256410221,10.1893360787,21.077952823,52.5514527438,14.2299780821,28.340024282399998,,24.517876753600003,86.0219764189,36.3002931062,72.3948163444,37.978853836599995,21.3161766369,30.3325638188,18.3921355552,26.364631046,30.3844100959,2.7237927087,15.8012998482,18.3893902819,13.475908864900001,17.2918641142,5.3251419277,21.0778127876,,33.6981921425,17.3173105843
2000-03-08,26.2730949712,27.7459612094,3.8478670002999995,22.2139251027,10.5298847261,21.093566121400002,52.670797451000006,14.341692317,27.505568011799998,,24.404481573600002,83.479858908,36.383455289699995,74.67911880189999,37.6836813974,22.0941392878,29.290704579899998,18.9276495423,27.7674210182,31.264501225,2.6622435908,17.0864722358,17.4849940385,13.2865375254,16.8638476757,5.1751685428,21.4074496225,,34.229597611500004,18.9386675753
2000-03-09,25.7575618577,27.7459612094,3.8557519736000003,22.4601549496,10.6233095763,21.6634515125,55.415725717,14.1152445436,28.5368300066,,24.6527250757,87.9080636045,38.3308364204,75.90912781739999,38.8315742163,22.620042039899996,30.076733614200002,19.6970661903,29.8789376315,32.7171423451,2.6133950846,18.108289625999998,17.4096276849,13.897412814,16.456376026300003,5.3316625097,22.214491528699998,,34.6759782055,19.509567924200002
2000-03-10,25.9357708352,28.6271440166,3.9661416007,21.548439030100003,10.755912589400001,20.9166154063,54.2620602139,13.737831587899999,27.655140362199997,,23.6076505791,92.09025692899999,37.0764734857,73.9762565073,39.4219190946,22.0567970806,29.1757663721,19.5431828607,29.1115577512,33.0443137686,2.6260956962,18.4348498229,16.203766027100002,14.0501316361,16.7371548099,5.529453495599999,21.714352882600004,,33.967437580100004,18.6494113985
2000-03-13,25.1401950427,28.6045495856,3.8261044738,21.7148105483,10.7378303604,20.7682890716,54.1824970758,13.2607816119,27.505568011799998,,23.2552061008,90.5321849061,36.7299643877,75.6912405061,40.0450609106,21.782954227399998,29.6837190971,19.9679008505,27.8602886471,32.0627994982,2.8087891095999997,18.0714199264,17.2588949777,13.7446939918,16.778244388,5.440338875599999,21.668885733000003,,33.7903024238,19.075683659
2000-03-14,25.1815649839,29.011249342800003,3.6034328261,22.0009695595,10.7920770476,21.5671695058,52.4321080366,13.127416036800001,26.867917465500003,,23.6750747402,85.9399726283,36.2517818325,76.3449024401,38.6675895279,22.6387131435,29.290704579899998,18.7737662127,27.615900150100003,31.1205457987,2.8214897212,17.513107331700002,16.806696856,13.628627687,17.1001127498,5.440338875599999,21.2407367405,,33.8328148613,19.0300116311
2000-03-15,26.254001152199997,30.0279987356,3.6665126129,23.212154211599998,11.527421029600001,21.843004444,51.1590978263,14.4156062505,27.4032290353,,23.828311469899997,84.9559271402,39.5020371717,75.2062655228,39.4219190946,23.9425785466,30.8219781232,20.0048328496,29.233751999699997,31.202338654600002,3.2240014127,18.566527321600002,17.635726745699998,14.58770189,18.4492205638,5.590312260499999,21.2407367405,,36.532354644,19.7912120963
2000-03-16,28.0233617147,32.4907917094,3.8339894471,23.711268766,12.2627650116,21.8924465555,52.3923264675,15.0794030901,27.7968404836,,24.4412583887,84.7099157681,42.6206190537,76.611990112,41.0289690411,24.8356796699,33.4136493259,20.9650648263,31.7705045975,31.202338654600002,3.5043918386,19.2249148153,18.0517490177,16.609699095,19.5175495943,5.6642121893,21.9303218434,,38.752670566999996,20.9330127942
2000-03-17,27.329619623600003,32.4456028475,3.9424866806,25.288470758000003,11.943312298099999,21.6790648109,53.70511824689999,14.891478870699999,28.9776748287,,23.638297925,95.5344161373,43.7918198049,77.3148524066,42.6032220498,24.7578834048,33.7399255288,20.8111814967,30.6707563614,32.5110243484,3.3328481822000002,18.861484918800002,17.3734518352,16.2676089334,18.7060304269,5.6098740063,22.4266715603,,39.5471606097,21.267940998900002
2000-03-20,27.6860375787,32.0840919523,3.8794068937,24.6229846855,11.6027636507,21.5827828042,53.3470841253,14.7187098302,31.0480710471,,22.9487326413,92.9922986264,44.096747811099995,79.24772371680001,44.2758658717,24.6800871397,32.0937137777,21.2728314856,30.123326128400002,31.856681501500002,3.2348232357,18.4348498229,17.5241845424,16.0721288411,19.219650153099998,5.7598473912,22.4039379855,,39.1073536218,21.313613026800002
2000-03-21,28.7807498691,32.9652747594,4.2559932214,24.3301708135,11.9975589853,22.3790610219,56.0522308221,14.9854409804,30.851265322899998,,23.598456375300003,97.0104843695,44.0066554456,79.7748704378,45.3909617529,24.9726010965,34.1106939412,21.6975494753,31.2524009841,33.6168637596,3.2475664787,19.3249897143,17.1835286241,16.8357229518,19.4319463066,5.8685237571,22.3092147571,,40.1714027862,21.313613026800002
2000-03-22,27.3678072617,33.3945689475,4.5477372358,24.123870131,11.7353666639,21.8586177423,57.4445857397,14.264054460699999,31.8825273177,,22.967121048899998,96.0264388814,43.701727439399995,80.3020171587,47.2603872008,25.5949712173,33.947555839699994,21.6975494753,31.496789481,33.7804494714,3.3083419456,18.7666771197,17.1835286241,16.7257653998,19.1100779448,5.7533268093,21.9303218434,,39.2846951492,21.267940998900002
2000-03-23,27.6860375787,35.247312285599996,4.456902342699999,23.378525729699998,11.9222163642,22.022557375399998,61.9080777895,14.245868245899999,32.7169835882,,23.1387461862,97.5845109042,44.4432569091,81.0048794533,46.768433135600006,24.8948048314,36.5206886218,21.6606174762,30.7342973706,36.600667141500004,3.3328481822000002,18.566527321600002,16.9393416383,17.2572269008,19.9900797423,5.935903103899999,22.5933844423,,38.3057699179,20.69704065
2000-03-24,28.9207712086,35.163712891100005,4.3742678218,23.9574986129,11.9041341351,22.2827790152,63.1572190584,14.245868245899999,32.6225168406,,23.6750747402,99.47059808979999,44.61651145810001,84.7792499754,45.6074215416,22.4831206133,35.6642135892,21.4267148152,30.181979367600004,36.5417762853,3.3210851886,18.3716446235,17.014707992,18.0208210115,19.5380943833,6.242370455700001,22.544128363600002,,39.3698190823,21.313613026800002
2000-03-27,28.2047529954,34.0046185832,4.4017075291,24.7094978749,11.771531122,22.0043418606,63.698248397700006,13.715436981400002,32.8665559386,,23.4482843802,91.8442455569,44.61651145810001,89.1721393166,46.801230073199996,21.705157962399998,35.1080609705,21.3897828161,29.8789376315,34.0454583244,3.5230165785,18.303172324200002,16.655964148800003,18.0208210115,19.6682113806,6.0587073974,22.972277356,,39.3272571158,20.126140301099998
2000-03-28,28.2843105746,34.4565072023,4.388145375,25.288470758000003,11.545503258699998,22.0876127854,61.9637719862,13.6032886569,32.2289053922,,24.2114032941,92.9102948357,44.353164543599995,86.10063108920001,44.5054444354,22.4053243482,34.9449228691,21.6236854771,30.0891117388,34.1272511802,3.608298282,18.4664524226,17.1835286241,18.3262586558,19.7949042464,6.018497142,22.923021277199997,,38.6604529727,20.2707683894
2000-03-29,27.886522678400002,34.2531573237,4.2875331149,25.208612429299997,11.7534488929,23.0296151214,60.515722872,14.2094958163,32.126566415700005,,24.6711134833,93.6483289518,47.4717464256,83.6406130581,43.2591608035,22.112810391500002,33.5100491131,22.6577814521,31.2817276037,35.0695048798,3.8229729149000002,19.161709615899998,17.6930051745,18.4545424664,19.7332698792,6.0521868154,23.4913606477,,41.6752589385,19.7912120963
2000-03-30,28.3224982127,33.6657021189,3.9661416007,25.7077269838,12.2808472407,23.9898329722,58.5823386151,14.7187098302,31.6857215935,,24.098008114200002,87.6620522325,46.4322191316,86.27634666290001,41.652110857,22.0163430227,32.2568518792,23.162518773200002,31.311054223299998,33.8197100422,3.7925851814,19.2249148153,17.4849940385,20.112615921099998,21.0173191947,6.2249822372,23.2071909625,,41.852600465900004,19.1289676916
2000-03-31,28.182476873200002,33.643107688,4.2834329287,25.1620284042,11.886051906099999,24.054888382199998,61.5102620988,14.227682031099999,32.4729444902,,23.9049298347,86.3499915816,44.6996736416,83.1978098125,43.2591608035,21.8607504925,32.3272978775,23.008635443600003,30.367714625300003,34.7619637417,3.8847286312000002,19.256517415,17.1081622704,21.037192197,21.6370869976,6.482680191799999,23.161723812800002,,40.0791851919,19.60091198
2000-04-03,29.2390015256,35.1343401308,4.2045831951,24.7494270392,12.621395888099999,24.021059569000002,58.03335296189999,14.946037515,32.9137893124,,24.6711134833,86.513999163,47.125237327600004,85.7491999419,42.8328006136,22.4831206133,34.296078147399996,23.698032760300002,32.6258643367,29.730067249,3.9209978614,20.0149798077,17.9371921602,20.957062253,21.18852577,6.7479894784,23.8929871362,,43.406112245900005,19.364939835799998
2000-04-04,29.5763256616,33.2138134999,4.0153438344,24.829285368,13.0915338438,23.3705054695,58.18452292439999,15.8765655047,32.378477742600005,,25.2840604021,80.568724339,44.7897660071,85.1798814833,43.5543332426,23.80565712,32.342128614,23.7164987598,33.0853147109,28.974301260900003,3.8170914181,20.9367222989,19.1249658932,20.3406780691,21.6370869976,6.6055488368,24.154423246700002,,42.5619665755,20.3621124453
